experiment name	ranking_confidence	receptor	propeptide	peptide
MEP1A_HUMAN_VTX-0867859_6_20_13982528712754417	0.8010434503031629	MEP1A_HUMAN	VTX-0867859	VTX-0867859_6_20
MEP1B_HUMAN_VTX-0865461_53_125_13982528712754417	0.7581406005391281	MEP1B_HUMAN	VTX-0865461	VTX-0865461_53_125
MEP1B_HUMAN_VTX-0865827_77_133_13982528712754417	0.807952465279265	MEP1B_HUMAN	VTX-0865827	VTX-0865827_77_133
MEP1B_HUMAN_VTX-0865521_22_183_13982528712754417	0.7526149759781283	MEP1B_HUMAN	VTX-0865521	VTX-0865521_22_183
PTPRO_HUMAN_VTX-0867893_40_95_13982528712754417	0.7559953418902504	PTPRO_HUMAN	VTX-0867893	VTX-0867893_40_95
DDR2_HUMAN_VTX-0858580_22_33_13982528712754417	0.7552040160501505	DDR2_HUMAN	VTX-0858580	VTX-0858580_22_33
DDR2_HUMAN_VTX-0021927_27_86_13982528712754417	0.8512323483785504	DDR2_HUMAN	VTX-0021927	VTX-0021927_27_86
T132A_HUMAN_VTX-0661740_23_50_13982528712754417	0.7658532897885716	T132A_HUMAN	VTX-0661740	VTX-0661740_23_50
T132A_HUMAN_VTX-0661740_23_49_13982528712754417	0.7682834148478868	T132A_HUMAN	VTX-0661740	VTX-0661740_23_49
T132A_HUMAN_VTX-0051961_22_80_13982528712754417	0.7945979556231169	T132A_HUMAN	VTX-0051961	VTX-0051961_22_80
T132A_HUMAN_VTX-0027325_23_100_13982528712754417	0.8221754949053757	T132A_HUMAN	VTX-0027325	VTX-0027325_23_100
MICA_HUMAN_VTX-0013820_24_95_13982528712754417	0.7816312148083758	MICA_HUMAN	VTX-0013820	VTX-0013820_24_95
MICA_HUMAN_VTX-0866413_59_189_13982528712754417	0.7558401129439123	MICA_HUMAN	VTX-0866413	VTX-0866413_59_189
CL12B_HUMAN_VTX-0013820_24_95_13982528712754417	0.7526926658209014	CL12B_HUMAN	VTX-0013820	VTX-0013820_24_95
LRC26_HUMAN_SCG2_HUMAN_290_340_13982528712754417	0.7580341514116604	LRC26_HUMAN	SCG2_HUMAN	SCG2_HUMAN_290_340
LRC26_HUMAN_SCG1_HUMAN_655_675_13982528712754417	0.8455040360182571	LRC26_HUMAN	SCG1_HUMAN	SCG1_HUMAN_655_675
LRC26_HUMAN_VTX-0001904_22_90_13982528712754417	0.768556171164925	LRC26_HUMAN	VTX-0001904	VTX-0001904_22_90
DRB5_HUMAN_CMGA_HUMAN_380_390_13982528712754417	0.7663840969704323	DRB5_HUMAN	CMGA_HUMAN	CMGA_HUMAN_380_390
DRB5_HUMAN_APOA2_HUMAN_88_100_13982528712754417	0.8326092499895963	DRB5_HUMAN	APOA2_HUMAN	APOA2_HUMAN_88_100
DRB5_HUMAN_VTX-0862401_48_193_13982528712754417	0.7790876857543447	DRB5_HUMAN	VTX-0862401	VTX-0862401_48_193
HFE_HUMAN_VTX-0866104_28_129_13982528712754417	0.8213084708182332	HFE_HUMAN	VTX-0866104	VTX-0866104_28_129
HFE_HUMAN_VTX-0006555_28_108_13982528712754417	0.7728669222616956	HFE_HUMAN	VTX-0006555	VTX-0006555_28_108
TIGIT_HUMAN_VTX-0025544_21_141_13982528712754417	0.8073385134831923	TIGIT_HUMAN	VTX-0025544	VTX-0025544_21_141
TIGIT_HUMAN_VTX-0862401_48_193_13982528712754417	0.7906496497976384	TIGIT_HUMAN	VTX-0862401	VTX-0862401_48_193
TIGIT_HUMAN_VTX-0864497_24_138_13982528712754417	0.7599210631000101	TIGIT_HUMAN	VTX-0864497	VTX-0864497_24_138
CDON_HUMAN_VTX-0851377_1_87_13982528712754417	0.7628559786843784	CDON_HUMAN	VTX-0851377	VTX-0851377_1_87
SEZ6_HUMAN_VTX-0866336_35_89_13982528712754417	0.7873411038017963	SEZ6_HUMAN	VTX-0866336	VTX-0866336_35_89
APRV1_HUMAN_VTX-0868490_19_26_13982528712754417	0.8448579166370102	APRV1_HUMAN	VTX-0868490	VTX-0868490_19_26
NADL2_HUMAN_VTX-0850824_18_19_13982528712754417	0.8059905827654809	NADL2_HUMAN	VTX-0850824	VTX-0850824_18_19
NADL2_HUMAN_VTX-0865827_77_133_13982528712754417	0.8226519634916583	NADL2_HUMAN	VTX-0865827	VTX-0865827_77_133
NADL2_HUMAN_VTX-0868490_19_26_13982528712754417	0.8023657280377595	NADL2_HUMAN	VTX-0868490	VTX-0868490_19_26
IGS11_HUMAN_VTX-0866413_35_189_13982528712754417	0.7622926679601281	IGS11_HUMAN	VTX-0866413	VTX-0866413_35_189
IGS11_HUMAN_VTX-0866413_59_189_13982528712754417	0.7616621390195459	IGS11_HUMAN	VTX-0866413	VTX-0866413_59_189
PPR29_HUMAN_PENK_HUMAN_217_227_13982528712754417	0.8080564754120231	PPR29_HUMAN	PENK_HUMAN	PENK_HUMAN_217_227
LY66F_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8188889792717646	LY66F_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
LY66F_HUMAN_NICOL_HUMAN_73_95_13982528712754417	0.8222174645393713	LY66F_HUMAN	NICOL_HUMAN	NICOL_HUMAN_73_95
LY66F_HUMAN_VTX-0866980_21_170_13982528712754417	0.7613873692384245	LY66F_HUMAN	VTX-0866980	VTX-0866980_21_170
LY66F_HUMAN_VTX-0001905_19_95_13982528712754417	0.7591671996974715	LY66F_HUMAN	VTX-0001905	VTX-0001905_19_95
LY66F_HUMAN_VTX-0864964_27_194_13982528712754417	0.8428604064557723	LY66F_HUMAN	VTX-0864964	VTX-0864964_27_194
TRML2_HUMAN_VTX-0001904_22_90_13982528712754417	0.7600096321559378	TRML2_HUMAN	VTX-0001904	VTX-0001904_22_90
F1711_HUMAN_VTX-0864964_27_194_13982528712754417	0.8558860133518008	F1711_HUMAN	VTX-0864964	VTX-0864964_27_194
IL23R_HUMAN_PENK_HUMAN_217_227_13982528712754417	0.8501732522604266	IL23R_HUMAN	PENK_HUMAN	PENK_HUMAN_217_227
SUSD4_HUMAN_VTX-0006555_28_108_13982528712754417	0.7786234202901884	SUSD4_HUMAN	VTX-0006555	VTX-0006555_28_108
PEAR1_HUMAN_VTX-0866980_21_170_13982528712754417	0.760473426313181	PEAR1_HUMAN	VTX-0866980	VTX-0866980_21_170
FCRL6_HUMAN_VTX-0865461_53_125_13982528712754417	0.7820319477666136	FCRL6_HUMAN	VTX-0865461	VTX-0865461_53_125
CLC6A_HUMAN_VTX-0868490_19_26_13982528712754417	0.7718354836015825	CLC6A_HUMAN	VTX-0868490	VTX-0868490_19_26
CLC6A_HUMAN_VTX-0870827_24_36_13982528712754417	0.8214634974765082	CLC6A_HUMAN	VTX-0870827	VTX-0870827_24_36
VASN_HUMAN_VTX-0013820_24_95_13982528712754417	0.7540737098922842	VASN_HUMAN	VTX-0013820	VTX-0013820_24_95
VASN_HUMAN_VTX-0058068_1_126_13982528712754417	0.7704882640537505	VASN_HUMAN	VTX-0058068	VTX-0058068_1_126
VASN_HUMAN_VTX-0864359_158_170_13982528712754417	0.8459446413094508	VASN_HUMAN	VTX-0864359	VTX-0864359_158_170
VASN_HUMAN_VTX-0058068_1_126_13982528712754417	0.7704882640537505	VASN_HUMAN	VTX-0058068	VTX-0058068_1_126
VASN_HUMAN_VTX-0851377_1_87_13982528712754417	0.8182521990257299	VASN_HUMAN	VTX-0851377	VTX-0851377_1_87
LAIR1_HUMAN_VTX-0866104_28_129_13982528712754417	0.7674405643823743	LAIR1_HUMAN	VTX-0866104	VTX-0866104_28_129
LAIR1_HUMAN_VTX-0006555_28_108_13982528712754417	0.8012565490306149	LAIR1_HUMAN	VTX-0006555	VTX-0006555_28_108
SIGIR_HUMAN_VTX-0001904_22_90_13982528712754417	0.8055658129040277	SIGIR_HUMAN	VTX-0001904	VTX-0001904_22_90
PTCRA_HUMAN_APOA2_HUMAN_24_37_13982528712754417	0.7819168914293763	PTCRA_HUMAN	APOA2_HUMAN	APOA2_HUMAN_24_37
PTCRA_HUMAN_VTX-0863216_27_135_13982528712754417	0.7529630267450279	PTCRA_HUMAN	VTX-0863216	VTX-0863216_27_135
HPHL1_HUMAN_HRG_HUMAN_510_525_13982528712754417	0.8840667074573253	HPHL1_HUMAN	HRG_HUMAN	HRG_HUMAN_510_525
HPHL1_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.8318583915309499	HPHL1_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
HPHL1_HUMAN_VTX-0616304_33_43_13982528712754417	0.7668912417784121	HPHL1_HUMAN	VTX-0616304	VTX-0616304_33_43
HPHL1_HUMAN_VTX-0859974_16_28_13982528712754417	0.7582378526034108	HPHL1_HUMAN	VTX-0859974	VTX-0859974_16_28
HPHL1_HUMAN_VTX-0859974_20_28_13982528712754417	0.7530745657344178	HPHL1_HUMAN	VTX-0859974	VTX-0859974_20_28
HPHL1_HUMAN_VTX-0009670_88_99_13982528712754417	0.7628838498919603	HPHL1_HUMAN	VTX-0009670	VTX-0009670_88_99
HPHL1_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.8318583915309499	HPHL1_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
HPHL1_HUMAN_VTX-0375017_24_30_13982528712754417	0.7687096227958878	HPHL1_HUMAN	VTX-0375017	VTX-0375017_24_30
HPHL1_HUMAN_VTX-0859974_18_27_13982528712754417	0.7596428046020024	HPHL1_HUMAN	VTX-0859974	VTX-0859974_18_27
HPHL1_HUMAN_VTX-0866650_24_29_13982528712754417	0.7732059716128052	HPHL1_HUMAN	VTX-0866650	VTX-0866650_24_29
HPHL1_HUMAN_VTX-0009691_108_120_13982528712754417	0.7654928373954845	HPHL1_HUMAN	VTX-0009691	VTX-0009691_108_120
HPHL1_HUMAN_VTX-0868490_19_26_13982528712754417	0.7810074236071093	HPHL1_HUMAN	VTX-0868490	VTX-0868490_19_26
MYORG_HUMAN_VTX-0375017_24_30_13982528712754417	0.7772948405727583	MYORG_HUMAN	VTX-0375017	VTX-0375017_24_30
MYORG_HUMAN_VTX-0864497_24_138_13982528712754417	0.7802274764967263	MYORG_HUMAN	VTX-0864497	VTX-0864497_24_138
MYORG_HUMAN_VTX-0021927_27_86_13982528712754417	0.9111695098114043	MYORG_HUMAN	VTX-0021927	VTX-0021927_27_86
GGT6_HUMAN_SCG3_HUMAN_20_52_13982528712754417	0.8049360041077882	GGT6_HUMAN	SCG3_HUMAN	SCG3_HUMAN_20_52
GGT6_HUMAN_VAS1_HUMAN_194_227_13982528712754417	0.7553001750523791	GGT6_HUMAN	VAS1_HUMAN	VAS1_HUMAN_194_227
GGT6_HUMAN_VTX-0616304_61_69_13982528712754417	0.9199556345738369	GGT6_HUMAN	VTX-0616304	VTX-0616304_61_69
GGT6_HUMAN_VTX-0336752_30_38_13982528712754417	0.8909280203035761	GGT6_HUMAN	VTX-0336752	VTX-0336752_30_38
GGT6_HUMAN_VTX-0869133_31_47_13982528712754417	0.82380080247041	GGT6_HUMAN	VTX-0869133	VTX-0869133_31_47
GGT6_HUMAN_VTX-0862202_23_158_13982528712754417	0.8443857444589391	GGT6_HUMAN	VTX-0862202	VTX-0862202_23_158
LRFN4_HUMAN_VTX-0862202_23_158_13982528712754417	0.7619656568295963	LRFN4_HUMAN	VTX-0862202	VTX-0862202_23_158
ARAID_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8145224731101488	ARAID_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
ARAID_HUMAN_VTX-0867893_20_96_13982528712754417	0.7615888944419946	ARAID_HUMAN	VTX-0867893	VTX-0867893_20_96
ARAID_HUMAN_VTX-0864497_24_138_13982528712754417	0.8219963319704355	ARAID_HUMAN	VTX-0864497	VTX-0864497_24_138
I27RA_HUMAN_VTX-0865827_77_133_13982528712754417	0.7576885696233276	I27RA_HUMAN	VTX-0865827	VTX-0865827_77_133
CF089_HUMAN_SCG3_HUMAN_35_52_13982528712754417	0.7544841790251192	CF089_HUMAN	SCG3_HUMAN	SCG3_HUMAN_35_52
CF089_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.7789012189365563	CF089_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
CF089_HUMAN_VTX-0864359_158_170_13982528712754417	0.8123116026149882	CF089_HUMAN	VTX-0864359	VTX-0864359_158_170
CF089_HUMAN_VTX-0862202_23_158_13982528712754417	0.7909812648311222	CF089_HUMAN	VTX-0862202	VTX-0862202_23_158
ENPP7_HUMAN_VTX-0850824_18_19_13982528712754417	0.7707761759262557	ENPP7_HUMAN	VTX-0850824	VTX-0850824_18_19
ENPP7_HUMAN_VTX-0863216_27_135_13982528712754417	0.7717784215496795	ENPP7_HUMAN	VTX-0863216	VTX-0863216_27_135
ENPP7_HUMAN_VTX-0866413_59_189_13982528712754417	0.8260893886145243	ENPP7_HUMAN	VTX-0866413	VTX-0866413_59_189
ENPP7_HUMAN_VTX-0869613_28_177_13982528712754417	0.7926148041945171	ENPP7_HUMAN	VTX-0869613	VTX-0869613_28_177
LAYN_HUMAN_TKN1_HUMAN_111_126_13982528712754417	0.8225684678848777	LAYN_HUMAN	TKN1_HUMAN	TKN1_HUMAN_111_126
PXDC2_HUMAN_NPW_HUMAN_105_115_13982528712754417	0.7681872168188261	PXDC2_HUMAN	NPW_HUMAN	NPW_HUMAN_105_115
PXDC2_HUMAN_VTX-0375017_33_50_13982528712754417	0.782257658614552	PXDC2_HUMAN	VTX-0375017	VTX-0375017_33_50
PXDC2_HUMAN_VTX-0025544_70_111_13982528712754417	0.769284579940088	PXDC2_HUMAN	VTX-0025544	VTX-0025544_70_111
CLC4G_HUMAN_VTX-0865330_27_95_13982528712754417	0.7628152829705558	CLC4G_HUMAN	VTX-0865330	VTX-0865330_27_95
SE6L2_HUMAN_VTX-0865461_26_125_13982528712754417	0.7648007268514789	SE6L2_HUMAN	VTX-0865461	VTX-0865461_26_125
SE6L2_HUMAN_VTX-0865461_53_125_13982528712754417	0.7684522157429721	SE6L2_HUMAN	VTX-0865461	VTX-0865461_53_125
ELAP1_HUMAN_VTX-0865827_77_133_13982528712754417	0.8559897013459072	ELAP1_HUMAN	VTX-0865827	VTX-0865827_77_133
ISLR2_HUMAN_VTX-0001904_22_90_13982528712754417	0.8168063904862897	ISLR2_HUMAN	VTX-0001904	VTX-0001904_22_90
ISLR2_HUMAN_VTX-0866980_21_170_13982528712754417	0.7618664794821766	ISLR2_HUMAN	VTX-0866980	VTX-0866980_21_170
ISLR2_HUMAN_VTX-0866336_35_89_13982528712754417	0.7777167453963967	ISLR2_HUMAN	VTX-0866336	VTX-0866336_35_89
I20RB_HUMAN_SCG2_HUMAN_300_316_13982528712754417	0.7522481121822451	I20RB_HUMAN	SCG2_HUMAN	SCG2_HUMAN_300_316
I20RB_HUMAN_VTX-0027325_23_100_13982528712754417	0.8048093762955297	I20RB_HUMAN	VTX-0027325	VTX-0027325_23_100
I20RB_HUMAN_VTX-0864359_156_170_13982528712754417	0.7874507754283804	I20RB_HUMAN	VTX-0864359	VTX-0864359_156_170
GFRAL_HUMAN_SCG3_HUMAN_35_52_13982528712754417	0.848103171942243	GFRAL_HUMAN	SCG3_HUMAN	SCG3_HUMAN_35_52
GFRAL_HUMAN_VTX-0616304_18_31_13982528712754417	0.7956065452222538	GFRAL_HUMAN	VTX-0616304	VTX-0616304_18_31
GFRAL_HUMAN_VTX-0009670_88_99_13982528712754417	0.8721884971757237	GFRAL_HUMAN	VTX-0009670	VTX-0009670_88_99
GFRAL_HUMAN_VTX-0058068_1_126_13982528712754417	0.7590099673551772	GFRAL_HUMAN	VTX-0058068	VTX-0058068_1_126
GFRAL_HUMAN_VTX-0058068_1_126_13982528712754417	0.7590099673551772	GFRAL_HUMAN	VTX-0058068	VTX-0058068_1_126
GFRAL_HUMAN_VTX-0006555_28_108_13982528712754417	0.7562707429604049	GFRAL_HUMAN	VTX-0006555	VTX-0006555_28_108
TMIG1_HUMAN_VTX-0859974_1_28_13982528712754417	0.7883779855834817	TMIG1_HUMAN	VTX-0859974	VTX-0859974_1_28
TMIG1_HUMAN_VTX-0865187_38_183_13982528712754417	0.7835704220065072	TMIG1_HUMAN	VTX-0865187	VTX-0865187_38_183
TMIG1_HUMAN_VTX-0863124_106_138_13982528712754417	0.8135799083254301	TMIG1_HUMAN	VTX-0863124	VTX-0863124_106_138
CLM5_HUMAN_VTX-0864359_158_170_13982528712754417	0.8169153202979662	CLM5_HUMAN	VTX-0864359	VTX-0864359_158_170
CLM5_HUMAN_VTX-0866413_59_189_13982528712754417	0.7567277344572403	CLM5_HUMAN	VTX-0866413	VTX-0866413_59_189
CLM5_HUMAN_VTX-0864359_156_170_13982528712754417	0.8414338938272948	CLM5_HUMAN	VTX-0864359	VTX-0864359_156_170
CLM5_HUMAN_VTX-0866104_103_127_13982528712754417	0.779198160956168	CLM5_HUMAN	VTX-0866104	VTX-0866104_103_127
CLM5_HUMAN_VTX-0006555_82_108_13982528712754417	0.772230119042108	CLM5_HUMAN	VTX-0006555	VTX-0006555_82_108
CEA20_HUMAN_VTX-0863485_20_125_13982528712754417	0.7582981317133368	CEA20_HUMAN	VTX-0863485	VTX-0863485_20_125
GLDN_HUMAN_VTX-0027657_67_83_13982528712754417	0.8230290597217134	GLDN_HUMAN	VTX-0027657	VTX-0027657_67_83
GLDN_HUMAN_VTX-0013820_24_95_13982528712754417	0.8108010430941188	GLDN_HUMAN	VTX-0013820	VTX-0013820_24_95
GLDN_HUMAN_VTX-0865827_77_133_13982528712754417	0.7522138421827905	GLDN_HUMAN	VTX-0865827	VTX-0865827_77_133
GLDN_HUMAN_VTX-0021927_27_86_13982528712754417	0.8186122808403755	GLDN_HUMAN	VTX-0021927	VTX-0021927_27_86
TM11A_HUMAN_7B2_HUMAN_167_176_13982528712754417	0.750497153795502	TM11A_HUMAN	7B2_HUMAN	7B2_HUMAN_167_176
TM11A_HUMAN_VTX-0859974_16_28_13982528712754417	0.8146237436418333	TM11A_HUMAN	VTX-0859974	VTX-0859974_16_28
TM11A_HUMAN_VTX-0859974_20_28_13982528712754417	0.8579668602010527	TM11A_HUMAN	VTX-0859974	VTX-0859974_20_28
TM11A_HUMAN_NICOL_HUMAN_73_95_13982528712754417	0.8392521143140482	TM11A_HUMAN	NICOL_HUMAN	NICOL_HUMAN_73_95
TM11A_HUMAN_SCG1_HUMAN_21_61_13982528712754417	0.7578460254160329	TM11A_HUMAN	SCG1_HUMAN	SCG1_HUMAN_21_61
TM11A_HUMAN_VTX-0859974_18_27_13982528712754417	0.8598292277714391	TM11A_HUMAN	VTX-0859974	VTX-0859974_18_27
TM11A_HUMAN_VTX-0866650_24_29_13982528712754417	0.8012413617468201	TM11A_HUMAN	VTX-0866650	VTX-0866650_24_29
TM11A_HUMAN_VTX-0864359_156_170_13982528712754417	0.7539358317808721	TM11A_HUMAN	VTX-0864359	VTX-0864359_156_170
TM11A_HUMAN_VTX-0865461_53_63_13982528712754417	0.8111397592488501	TM11A_HUMAN	VTX-0865461	VTX-0865461_53_63
TM11A_HUMAN_VTX-0868490_19_26_13982528712754417	0.8082066310653945	TM11A_HUMAN	VTX-0868490	VTX-0868490_19_26
UNC5A_HUMAN_VTX-0866104_103_127_13982528712754417	0.8202419061993022	UNC5A_HUMAN	VTX-0866104	VTX-0866104_103_127
UNC5A_HUMAN_VTX-0006555_82_108_13982528712754417	0.7983849755839494	UNC5A_HUMAN	VTX-0006555	VTX-0006555_82_108
UNC5A_HUMAN_VTX-0863485_20_125_13982528712754417	0.8162143094285262	UNC5A_HUMAN	VTX-0863485	VTX-0863485_20_125
SHSA6_HUMAN_VTX-0866980_21_170_13982528712754417	0.7945138120337499	SHSA6_HUMAN	VTX-0866980	VTX-0866980_21_170
BT2A1_HUMAN_NICOL_HUMAN_73_95_13982528712754417	0.8019712592400999	BT2A1_HUMAN	NICOL_HUMAN	NICOL_HUMAN_73_95
BT2A1_HUMAN_VTX-0864359_158_170_13982528712754417	0.8293475619127452	BT2A1_HUMAN	VTX-0864359	VTX-0864359_158_170
BT2A1_HUMAN_VTX-0027325_23_100_13982528712754417	0.881893939864004	BT2A1_HUMAN	VTX-0027325	VTX-0027325_23_100
BT2A1_HUMAN_VTX-0864359_156_170_13982528712754417	0.8389282817589929	BT2A1_HUMAN	VTX-0864359	VTX-0864359_156_170
BT2A1_HUMAN_VTX-0864497_24_138_13982528712754417	0.8044732919089385	BT2A1_HUMAN	VTX-0864497	VTX-0864497_24_138
TRIL_HUMAN_VTX-0851135_147_162_13982528712754417	0.7722897219476859	TRIL_HUMAN	VTX-0851135	VTX-0851135_147_162
TRIL_HUMAN_VTX-0865827_111_133_13982528712754417	0.8463953735380368	TRIL_HUMAN	VTX-0865827	VTX-0865827_111_133
CA2D4_HUMAN_VTX-0375017_33_50_13982528712754417	0.7520881386776591	CA2D4_HUMAN	VTX-0375017	VTX-0375017_33_50
CA2D4_HUMAN_VTX-0865827_77_133_13982528712754417	0.8379658300735215	CA2D4_HUMAN	VTX-0865827	VTX-0865827_77_133
MILR1_HUMAN_VTX-0858580_18_33_13982528712754417	0.7558231958289497	MILR1_HUMAN	VTX-0858580	VTX-0858580_18_33
VTCN1_HUMAN_NUCB1_HUMAN_73_82_13982528712754417	0.773596366412079	VTCN1_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_73_82
VTCN1_HUMAN_VTX-0864359_158_170_13982528712754417	0.8285116737160695	VTCN1_HUMAN	VTX-0864359	VTX-0864359_158_170
VTCN1_HUMAN_VTX-0006555_28_72_13982528712754417	0.7586202884886538	VTCN1_HUMAN	VTX-0006555	VTX-0006555_28_72
AMGO2_HUMAN_VTX-0866650_24_29_13982528712754417	0.7726236652024324	AMGO2_HUMAN	VTX-0866650	VTX-0866650_24_29
CLC14_HUMAN_VTX-0027325_23_100_13982528712754417	0.7691239895885644	CLC14_HUMAN	VTX-0027325	VTX-0027325_23_100
TM11B_HUMAN_VTX-0331059_19_32_13982528712754417	0.7815005874038103	TM11B_HUMAN	VTX-0331059	VTX-0331059_19_32
TM11B_HUMAN_VTX-0616304_33_43_13982528712754417	0.7653583468338663	TM11B_HUMAN	VTX-0616304	VTX-0616304_33_43
TM11B_HUMAN_VTX-0859974_20_28_13982528712754417	0.7836706444650808	TM11B_HUMAN	VTX-0859974	VTX-0859974_20_28
TM11B_HUMAN_GIP_HUMAN_22_47_13982528712754417	0.8167493246672216	TM11B_HUMAN	GIP_HUMAN	GIP_HUMAN_22_47
TM11B_HUMAN_VTX-0859974_18_27_13982528712754417	0.7815902984586705	TM11B_HUMAN	VTX-0859974	VTX-0859974_18_27
TM11B_HUMAN_VTX-0850824_18_19_13982528712754417	0.7555905965706702	TM11B_HUMAN	VTX-0850824	VTX-0850824_18_19
TM11B_HUMAN_VTX-0027325_23_100_13982528712754417	0.8383541680440769	TM11B_HUMAN	VTX-0027325	VTX-0027325_23_100
TM11B_HUMAN_VTX-0866650_24_29_13982528712754417	0.8439658972697804	TM11B_HUMAN	VTX-0866650	VTX-0866650_24_29
TM11B_HUMAN_VTX-0864359_156_170_13982528712754417	0.7931435712981865	TM11B_HUMAN	VTX-0864359	VTX-0864359_156_170
TM11B_HUMAN_VTX-0867893_20_96_13982528712754417	0.7551689476980527	TM11B_HUMAN	VTX-0867893	VTX-0867893_20_96
TM11B_HUMAN_VTX-0866104_75_83_13982528712754417	0.8432717383323306	TM11B_HUMAN	VTX-0866104	VTX-0866104_75_83
TM11B_HUMAN_VTX-0863127_29_109_13982528712754417	0.7532437217387602	TM11B_HUMAN	VTX-0863127	VTX-0863127_29_109
TM11B_HUMAN_VTX-0864774_27_129_13982528712754417	0.7743689031150708	TM11B_HUMAN	VTX-0864774	VTX-0864774_27_129
LRRT1_HUMAN_NUCB1_HUMAN_164_176_13982528712754417	0.754528911637246	LRRT1_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_164_176
LRRT1_HUMAN_VTX-0859974_20_28_13982528712754417	0.7859215838130353	LRRT1_HUMAN	VTX-0859974	VTX-0859974_20_28
LRRT1_HUMAN_VTX-0865827_28_133_13982528712754417	0.8400757486136613	LRRT1_HUMAN	VTX-0865827	VTX-0865827_28_133
TIKI1_HUMAN_VTX-0085107_21_36_13982528712754417	0.8047124209913883	TIKI1_HUMAN	VTX-0085107	VTX-0085107_21_36
TIKI1_HUMAN_VTX-0315807_24_48_13982528712754417	0.8270728294132768	TIKI1_HUMAN	VTX-0315807	VTX-0315807_24_48
TIKI1_HUMAN_VTX-0027657_86_95_13982528712754417	0.808815505510211	TIKI1_HUMAN	VTX-0027657	VTX-0027657_86_95
TIKI1_HUMAN_VTX-0864359_158_170_13982528712754417	0.7827004227575252	TIKI1_HUMAN	VTX-0864359	VTX-0864359_158_170
TIKI1_HUMAN_VTX-0865977_91_104_13982528712754417	0.7618971616884348	TIKI1_HUMAN	VTX-0865977	VTX-0865977_91_104
TIKI1_HUMAN_VTX-0850824_1_19_13982528712754417	0.7632672346568258	TIKI1_HUMAN	VTX-0850824	VTX-0850824_1_19
TIKI1_HUMAN_VTX-0869133_31_47_13982528712754417	0.8749034265877305	TIKI1_HUMAN	VTX-0869133	VTX-0869133_31_47
TIKI1_HUMAN_VTX-0042244_25_110_13982528712754417	0.7802116145764706	TIKI1_HUMAN	VTX-0042244	VTX-0042244_25_110
TIKI1_HUMAN_VTX-0869613_28_177_13982528712754417	0.7765735742759686	TIKI1_HUMAN	VTX-0869613	VTX-0869613_28_177
C163A_HUMAN_VTX-0867893_40_95_13982528712754417	0.7613523361521738	C163A_HUMAN	VTX-0867893	VTX-0867893_40_95
LRRT3_HUMAN_NUCB1_HUMAN_368_385_13982528712754417	0.8524272335904978	LRRT3_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_368_385
LRP11_HUMAN_VTX-0001904_22_90_13982528712754417	0.7629535399638334	LRP11_HUMAN	VTX-0001904	VTX-0001904_22_90
AMGO1_HUMAN_VTX-0616304_33_43_13982528712754417	0.8739259628591964	AMGO1_HUMAN	VTX-0616304	VTX-0616304_33_43
AMGO1_HUMAN_VTX-0858580_18_33_13982528712754417	0.7935839930541579	AMGO1_HUMAN	VTX-0858580	VTX-0858580_18_33
AMGO1_HUMAN_PENK_HUMAN_196_207_13982528712754417	0.795397969925145	AMGO1_HUMAN	PENK_HUMAN	PENK_HUMAN_196_207
AMGO1_HUMAN_VTX-0864359_158_170_13982528712754417	0.7705162437718672	AMGO1_HUMAN	VTX-0864359	VTX-0864359_158_170
AMGO1_HUMAN_VTX-0336752_30_38_13982528712754417	0.7774522128196517	AMGO1_HUMAN	VTX-0336752	VTX-0336752_30_38
AMGO1_HUMAN_VTX-0017113_22_114_13982528712754417	0.8244624558712323	AMGO1_HUMAN	VTX-0017113	VTX-0017113_22_114
AMGO1_HUMAN_VTX-0017112_22_114_13982528712754417	0.8161015161142522	AMGO1_HUMAN	VTX-0017112	VTX-0017112_22_114
AMGO1_HUMAN_VTX-0850993_1_58_13982528712754417	0.7787455701035968	AMGO1_HUMAN	VTX-0850993	VTX-0850993_1_58
AMGO1_HUMAN_VTX-0850993_1_42_13982528712754417	0.7730938847591957	AMGO1_HUMAN	VTX-0850993	VTX-0850993_1_42
AMGO1_HUMAN_VTX-0006555_82_108_13982528712754417	0.7833477834492684	AMGO1_HUMAN	VTX-0006555	VTX-0006555_82_108
AMGO1_HUMAN_VTX-0863127_29_84_13982528712754417	0.7917551470196142	AMGO1_HUMAN	VTX-0863127	VTX-0863127_29_84
AMGO1_HUMAN_VTX-0865521_90_106_13982528712754417	0.8788252826710515	AMGO1_HUMAN	VTX-0865521	VTX-0865521_90_106
TMPSC_HUMAN_VTX-0616304_33_43_13982528712754417	0.8141427859375456	TMPSC_HUMAN	VTX-0616304	VTX-0616304_33_43
